Protein_ID,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
ENST00000393034.6,Cytoplasm|Lysosome/Vacuole,Nuclear localization signal|Nuclear export signal,0.7421000003814697,0.4018000066280365,0.25040000677108765,0.47920000553131104,0.19779999554157257,0.016499999910593033,0.21469999849796295,0.6057000160217285,0.3659000098705292,0.04170000180602074
ENST00000393035.6,Cytoplasm|Lysosome/Vacuole,Nuclear localization signal|Nuclear export signal,0.7421000003814697,0.4018000066280365,0.25040000677108765,0.47920000553131104,0.19779999554157257,0.016499999910593033,0.21469999849796295,0.6057000160217285,0.3659000098705292,0.04170000180602074
ENST00000393040.7,Cytoplasm|Lysosome/Vacuole,,0.6021999716758728,0.2012999951839447,0.10459999740123749,0.5184999704360962,0.20890000462532043,0.0052999998442828655,0.17630000412464142,0.6229000091552734,0.6453999876976013,0.02710000053048134
ENST00000393119.7,Cytoplasm|Lysosome/Vacuole,Nuclear export signal,0.6344000101089478,0.3384999930858612,0.05939999967813492,0.22699999809265137,0.14560000598430634,0.019099999219179153,0.2840999960899353,0.6237000226974487,0.3379000127315521,0.07349999994039536
ENST00000393120.6,Cytoplasm|Nucleus,,0.593500018119812,0.5152999758720398,0.27160000801086426,0.09740000218153,0.2644999921321869,0.01860000006854534,0.1492999941110611,0.0812000036239624,0.09830000251531601,0.16140000522136688
ENST00000393155.6,Extracellular,Signal peptide,0.0820000022649765,0.06989999860525131,0.9797999858856201,0.054099999368190765,0.07270000129938126,0.002400000113993883,0.06870000064373016,0.19930000603199005,0.07850000262260437,0.0015999999595806003
ENST00000393230.6,Nucleus,Nuclear localization signal,0.3481999933719635,0.8948000073432922,0.02160000056028366,0.15569999814033508,0.08009999990463257,0.019899999722838402,0.061000000685453415,0.030899999663233757,0.06560000032186508,0.0038999998942017555
ENST00000393232.6,Nucleus,Nuclear localization signal,0.3481999933719635,0.8948000073432922,0.02160000056028366,0.15569999814033508,0.08009999990463257,0.019899999722838402,0.061000000685453415,0.030899999663233757,0.06560000032186508,0.0038999998942017555
ENST00000393252.4,Cytoplasm,Nuclear export signal,0.5713000297546387,0.4828999936580658,0.12870000302791595,0.24789999425411224,0.3125999867916107,0.006200000178068876,0.2354000061750412,0.22869999706745148,0.364300012588501,0.061400000005960464
ENST00000393256.8,Cytoplasm,Nuclear export signal,0.597599983215332,0.46959999203681946,0.0771000012755394,0.3262999951839447,0.2793999910354614,0.01119999960064888,0.2599000036716461,0.2777999937534332,0.3686999976634979,0.1062999963760376
