Protein_ID,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
ENST00000371001.6,Nucleus,Nuclear localization signal,0.2833000123500824,0.8944000005722046,0.03139999881386757,0.14010000228881836,0.03929999843239784,0.01269999984651804,0.049300000071525574,0.027400000020861626,0.03750000149011612,0.034699998795986176
ENST00000371059.7,Cell membrane,Signal peptide|Transmembrane domain,0.2872999906539917,0.14959999918937683,0.21529999375343323,0.7645999789237976,0.04639999940991402,0.014399999752640724,0.3228999972343445,0.49889999628067017,0.4277999997138977,0.06430000066757202
ENST00000371060.7,Cell membrane,Signal peptide|Transmembrane domain,0.27489998936653137,0.14640000462532043,0.21040000021457672,0.7648000121116638,0.04699999839067459,0.012400000356137753,0.32409998774528503,0.5271999835968018,0.4372999966144562,0.0820000022649765
ENST00000371419.7,Cytoplasm|Nucleus,Nuclear export signal,0.6029999852180481,0.552299976348877,0.06859999895095825,0.15240000188350677,0.23559999465942383,0.008999999612569809,0.18359999358654022,0.5081999897956848,0.41499999165534973,0.01269999984651804
ENST00000371432.7,Nucleus,Nuclear export signal,0.42419999837875366,0.8420000076293945,0.05079999938607216,0.10859999805688858,0.17739999294281006,0.012400000356137753,0.08079999685287476,0.1517000049352646,0.10080000013113022,0.03759999945759773
ENST00000371953.8,Cytoplasm|Cell membrane,,0.666100025177002,0.21410000324249268,0.15620000660419464,0.6252999901771545,0.37459999322891235,0.0052999998442828655,0.29739999771118164,0.524399995803833,0.38580000400543213,0.012500000186264515
ENST00000372070.7,Cytoplasm,Nuclear export signal,0.8701000213623047,0.3176000118255615,0.1565999984741211,0.1266999989748001,0.35530000925064087,0.08760000020265579,0.34369999170303345,0.4494999945163727,0.20239999890327454,0.1404999941587448
ENST00000372121.5,Cell membrane,Transmembrane domain,0.24809999763965607,0.10729999840259552,0.05660000070929527,0.5961999893188477,0.24199999868869781,0.020800000056624413,0.3294000029563904,0.20469999313354492,0.13570000231266022,0.033900000154972076
ENST00000372185.5,Mitochondrion|Endoplasmic reticulum,Mitochondrial transit peptide,0.29179999232292175,0.17949999868869781,0.3391000032424927,0.1859000027179718,0.6862999796867371,0.10790000110864639,0.7515000104904175,0.17470000684261322,0.19949999451637268,0.03909999877214432
ENST00000372187.9,Mitochondrion|Endoplasmic reticulum,Mitochondrial transit peptide,0.30090001225471497,0.17270000278949738,0.2734000086784363,0.1875,0.7163000106811523,0.1615999937057495,0.7488999962806702,0.1282999962568283,0.17810000479221344,0.053599998354911804
ENST00000372685.8,Cytoplasm|Nucleus,Nuclear localization signal,0.6650000214576721,0.5335000157356262,0.09880000352859497,0.07800000160932541,0.24390000104904175,0.03449999913573265,0.09030000120401382,0.05469999834895134,0.0877000018954277,0.030700000002980232
ENST00000372742.1,Cytoplasm,Nuclear localization signal,0.661899983882904,0.3725999891757965,0.07100000232458115,0.4309999942779541,0.08349999785423279,0.02449999935925007,0.4787999987602234,0.0737999975681305,0.20489999651908875,0.00930000003427267
ENST00000372980.4,Cell membrane|Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.2773999869823456,0.26910001039505005,0.04259999841451645,0.565500020980835,0.28529998660087585,0.01860000006854534,0.7972999811172485,0.2087000012397766,0.48980000615119934,0.08320000022649765
ENST00000372997.3,Mitochondrion,Mitochondrial transit peptide,0.21969999372959137,0.10379999876022339,0.10189999639987946,0.10580000281333923,0.9204999804496765,0.007300000172108412,0.15729999542236328,0.04149999842047691,0.06459999829530716,0.009700000286102295
ENST00000373084.8,Cytoplasm,Nuclear export signal,0.6310999989509583,0.362199991941452,0.07090000063180923,0.4341999888420105,0.06840000301599503,0.013899999670684338,0.15219999849796295,0.4277999997138977,0.25440001487731934,0.010499999858438969
ENST00000373095.6,Cytoplasm,Nuclear localization signal,0.6193000078201294,0.3244999945163727,0.06840000301599503,0.5113000273704529,0.07999999821186066,0.013799999840557575,0.11890000104904175,0.3968000113964081,0.25690001249313354,0.005900000222027302
ENST00000373502.10,Cell membrane|Lysosome/Vacuole|Golgi apparatus,Transmembrane domain,0.39899998903274536,0.20960000157356262,0.07490000128746033,0.7206000089645386,0.18719999492168427,0.035100001841783524,0.19949999451637268,0.5870000123977661,0.6776000261306763,0.004699999932199717
ENST00000373504.10,Cell membrane|Golgi apparatus,Transmembrane domain,0.37209999561309814,0.20579999685287476,0.07530000060796738,0.7465000152587891,0.18520000576972961,0.0430000014603138,0.18770000338554382,0.5724999904632568,0.6628999710083008,0.004699999932199717
ENST00000373510.9,Nucleus,Nuclear localization signal,0.3456999957561493,0.917900025844574,0.05380000174045563,0.05530000105500221,0.06669999659061432,0.013000000268220901,0.051600001752376556,0.0851999968290329,0.0575999990105629,0.03550000116229057
ENST00000373674.4,Extracellular|Cell membrane,Signal peptide,0.15780000388622284,0.10040000081062317,0.6322000026702881,0.6448000073432922,0.04690000042319298,0.0010000000474974513,0.31380000710487366,0.28029999136924744,0.22599999606609344,0.00430000014603138
ENST00000373808.8,Cytoplasm,,0.8119000196456909,0.15680000185966492,0.1738000065088272,0.24529999494552612,0.06520000100135803,0.018799999728798866,0.1826999932527542,0.4433000087738037,0.2628999948501587,0.1152999997138977
ENST00000373818.8,Extracellular,Signal peptide,0.3084999918937683,0.08259999752044678,0.5814999938011169,0.17249999940395355,0.10080000013113022,0.14110000431537628,0.46219998598098755,0.45989999175071716,0.298799991607666,0.034699998795986176
ENST00000373824.9,Nucleus,Nuclear localization signal,0.2660999894142151,0.9054999947547913,0.029999999329447746,0.09070000052452087,0.09529999643564224,0.020899999886751175,0.08259999752044678,0.09300000220537186,0.09390000253915787,0.011099999770522118
ENST00000373921.8,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.800599992275238,0.3107999861240387,0.07540000230073929,0.34049999713897705,0.0934000015258789,0.0013000000035390258,0.2190999984741211,0.42289999127388,0.4341999888420105,0.011900000274181366
ENST00000373925.5,Cytoplasm,Nuclear export signal,0.6787999868392944,0.43149998784065247,0.20739999413490295,0.15199999511241913,0.18880000710487366,0.002199999988079071,0.2215999960899353,0.26460000872612,0.27160000801086426,0.0957999974489212
ENST00000373927.7,Cytoplasm,,0.6502000093460083,0.4124999940395355,0.17020000517368317,0.17020000517368317,0.16949999332427979,0.00139999995008111,0.07490000128746033,0.24979999661445618,0.11749999970197678,0.09120000153779984
ENST00000373960.4,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.7466999888420105,0.32690000534057617,0.12060000002384186,0.3476000130176544,0.2248000055551529,0.00839999970048666,0.04610000178217888,0.10209999978542328,0.22419999539852142,0.013799999840557575
ENST00000374426.6,Extracellular,Signal peptide,0.07370000332593918,0.05350000038743019,0.9246000051498413,0.10279999673366547,0.04529999941587448,0.00279999990016222,0.14830000698566437,0.057999998331069946,0.046300001442432404,0.0005000000237487257
ENST00000374429.6,Extracellular,Signal peptide,0.04969999939203262,0.039900001138448715,0.9495999813079834,0.1006999984383583,0.04830000177025795,0.0035000001080334187,0.12139999866485596,0.07339999824762344,0.05490000173449516,0.000699999975040555
ENST00000374611.9,Cytoplasm,,0.708299994468689,0.4828999936580658,0.013000000268220901,0.09860000014305115,0.5351999998092651,0.005200000014156103,0.06620000302791595,0.018300000578165054,0.03500000014901161,0.026000000536441803
ENST00000374675.7,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.07999999821186066,0.09399999678134918,0.03830000013113022,0.4984999895095825,0.13670000433921814,0.008200000040233135,0.680400013923645,0.5013999938964844,0.3264000117778778,0.08209999650716782
ENST00000374677.8,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.07999999821186066,0.09399999678134918,0.03830000013113022,0.4984999895095825,0.13670000433921814,0.008200000040233135,0.680400013923645,0.5013999938964844,0.3264000117778778,0.08209999650716782
ENST00000374837.7,Cytoplasm,,0.66839998960495,0.296999990940094,0.1737000048160553,0.11379999667406082,0.2822999954223633,0.009800000116229057,0.39399999380111694,0.4047999978065491,0.30799999833106995,0.004999999888241291
ENST00000374876.4,Cytoplasm,Nuclear export signal,0.6468999981880188,0.44119998812675476,0.08659999817609787,0.1543000042438507,0.10100000351667404,0.004800000227987766,0.20919999480247498,0.13369999825954437,0.1995999962091446,0.01759999990463257
ENST00000374877.7,Cytoplasm,Nuclear localization signal,0.5389000177383423,0.3361000120639801,0.043800000101327896,0.1842000037431717,0.066600002348423,0.00839999970048666,0.0617000013589859,0.05249999836087227,0.06520000100135803,0.0020000000949949026
ENST00000374881.3,Cytoplasm|Nucleus,Nuclear export signal,0.6886000037193298,0.5722000002861023,0.01899999938905239,0.10339999943971634,0.26170000433921814,0.026000000536441803,0.08799999952316284,0.11919999867677689,0.13009999692440033,0.045499999076128006
ENST00000374882.8,Cytoplasm|Nucleus,Nuclear export signal,0.6247000098228455,0.527899980545044,0.024800000712275505,0.1362999975681305,0.353300005197525,0.012400000356137753,0.07819999754428864,0.10199999809265137,0.10830000042915344,0.03750000149011612
ENST00000375023.3,Extracellular,Signal peptide,0.24330000579357147,0.1615999937057495,0.6926000118255615,0.38690000772476196,0.10949999839067459,0.002099999925121665,0.21320000290870667,0.289000004529953,0.22949999570846558,0.004000000189989805
ENST00000375055.6,Extracellular,Signal peptide,0.24619999527931213,0.15559999644756317,0.7311000227928162,0.5429999828338623,0.23389999568462372,0.002099999925121665,0.32749998569488525,0.23250000178813934,0.2506999969482422,0.002400000113993883
ENST00000375069.7,Cell membrane,Signal peptide|Transmembrane domain,0.23810000717639923,0.11169999837875366,0.35370001196861267,0.8938000202178955,0.06030000001192093,0.0038999998942017555,0.3716000020503998,0.32100000977516174,0.21299999952316284,0.0860000029206276
ENST00000375070.7,Cell membrane,Signal peptide|Transmembrane domain,0.26269999146461487,0.11599999666213989,0.2151000052690506,0.9377999901771545,0.059700001031160355,0.005799999926239252,0.3434000015258789,0.3361999988555908,0.22609999775886536,0.19120000302791595
ENST00000375076.9,Cell membrane,Signal peptide|Transmembrane domain,0.2295999974012375,0.11159999668598175,0.35190001130104065,0.9010999798774719,0.05900000035762787,0.0038999998942017555,0.35830000042915344,0.3424000144004822,0.21369999647140503,0.09759999811649323
ENST00000375244.7,Extracellular,Signal peptide,0.2558000087738037,0.12139999866485596,0.8416000008583069,0.400299996137619,0.07419999688863754,0.00559999980032444,0.15690000355243683,0.29319998621940613,0.24690000712871552,0.008899999782443047
ENST00000375321.1,Cytoplasm,Nuclear export signal,0.804099977016449,0.3637000024318695,0.022199999541044235,0.11640000343322754,0.1517000049352646,0.00419999985024333,0.11630000174045563,0.14270000159740448,0.1753000020980835,0.01899999938905239
ENST00000375322.2,Cytoplasm,Nuclear export signal,0.6201000213623047,0.41370001435279846,0.10199999809265137,0.052400000393390656,0.31380000710487366,0.052799999713897705,0.2345999926328659,0.3894999921321869,0.5006999969482422,0.23849999904632568
ENST00000375327.6,Cytoplasm,,0.7149999737739563,0.3783000111579895,0.06549999862909317,0.12610000371932983,0.20409999787807465,0.0020000000949949026,0.09860000014305115,0.0544000007212162,0.039900001138448715,0.00419999985024333
ENST00000375482.8,Cytoplasm,Nuclear export signal,0.6237000226974487,0.3671000003814697,0.05119999870657921,0.4230000078678131,0.21310000121593475,0.009999999776482582,0.28200000524520874,0.5583000183105469,0.31279999017715454,0.015799999237060547
